source	line	marker	disposition
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	684	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	691	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	710	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	723	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	730	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	739	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	746	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	761	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	771	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	825	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	845	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	3	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	29	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	31	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	37	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	43	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	72	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	78	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	87	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	109	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	168	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	176	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	207	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	222	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	223	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	230	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	244	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	245	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	249	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	255	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	367	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	368	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	374	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	382	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	391	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	396	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	430	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	436	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	463	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	469	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	474	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	476	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	482	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	484	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	490	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	518	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	520	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	535	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	537	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	561	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	566	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	580	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	584	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	586	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	588	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	602	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	604	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	609	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	658	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	696	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	708	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	710	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	717	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	719	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	733	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	741	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	749	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	757	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	854	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	860	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	873	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	884	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	892	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	894	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	900	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	913	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	914	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	931	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	951	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	959	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	960	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	1029	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	1030	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	1136	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	1137	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	1138	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	1145	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	1224	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	1225	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-27-deepseek-pro-round9-closure.md	1232	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	3	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	63	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	65	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	66	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	110	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	112	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	129	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	131	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	132	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	135	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	150	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	151	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	152	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	153	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	164	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	165	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	166	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	167	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	178	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	179	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	180	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	181	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	190	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	191	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	192	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	193	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	202	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round10-remediation.md	203	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	3	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	53	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	54	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	55	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	56	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	57	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	58	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	64	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	65	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	66	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	72	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	73	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	77	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	85	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	89	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	93	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	97	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	104	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	108	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	121	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	122	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	123	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	127	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	128	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	132	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	140	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	144	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	148	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	153	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	154	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	159	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-30-deepseek-round11-fullrun.md	160	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	81	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	85	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	87	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	93	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	99	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	115	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	119	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	131	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	144	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	146	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	155	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	170	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	176	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	191	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	193	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	195	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	197	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	199	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	206	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	218	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	221	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	244	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	246	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	258	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	259	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	260	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	272	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	273	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	274	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	284	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	285	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	286	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	298	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	299	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	300	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	301	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	311	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	312	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	313	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	314	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	322	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	323	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	334	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	335	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	362	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	363	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	364	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	365	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	366	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-01-floww-remaining-fixes.md	367	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	3	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	19	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	29	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	37	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	45	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	52	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	63	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	106	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	122	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	126	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	133	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	137	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-06-02-01-foundation.md	152	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
